Vote No#,Department,Programme No#,Programme,Subprogramme No#,Subprogramme,econClass_L1,econClass_L2,econClass_L3,econClass_L4,econClass_L5,IYM_econLowestLevel,Item_Lowest_Level,Assets_Level_1,Assets_Level_2,Assets_Level_3,Assets_Level_4,Assets_Level_5,Assets_Level_6,Assets_Lowest_Level,Project_Level_1,Project_Level_2,Project_Level_3,Project_Level_4,Project_Level_5,Project_Level_6,Project_Level_7,Project_Level_8,Project_Level_9,Project_Level_10,Project_Level_11,Project_Lowest_Level,Responsibility_Level_2,Responsibility_Level_3,Responsibility_Level_4,Responsibility_Level_5,Responsibility_Level_6,Responsibility_Level_7,Responsibility_Level_8,Responsibility_Level_9,Responsibility_Level_10,Responsibility_Level_11,Responsibility_Level_12,Responsibility_Level_13,Responsibility_Level_14,Responsibility_Level_15,Responsibility_Lowest_Level,Fund_Level_1,Fund_Level_2,Fund_Level_3,Fund_Level_4,Fund_Level_5,Fund_Level_6,Fund_Level_7,Fund_Level_8,Fund_Lowest_Level,Infrastructure_Level_1,Infrastructure_Level_2,Infrastructure_Level_3,Infrastructure_Level_4,Infrastructure_Level_5,Infrastructure_Level_6,Infrastructure_Lowest_Level,Item_Level_1,Item_Level_2,Item_Level_3,Item_Level_4,Item_Level_5,Item_Level_6,Item_Level_7,Item_Level_8,Regional_ID_Level_1,Regional_ID_Level_2,Regional_ID_Level_3,Regional_ID_Level_4,Regional_ID_Level_5,Regional_ID_Level_6,Regional_ID_Level_7,Regional_ID_Level_8,Regional_ID_Lowest_Level,Budget,AdjustmentBudget,April,May,June,July,August,September,October,November,December,January,February,March,Q1,Q2,Q3,Q4,Financial_Year
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:SPECIAL DAILY ALLOWANCE,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: UMZIMYATHI 17,MO UMSINGA 17,,,,,,,,MO UMSINGA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S:DOM:DAILY ALLOWANCE,T&S DOM:SPECIAL DAILY ALLOWANCE,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0.1969,0,0.87,0,1044,0,0.51,0,3972,4.23,0,1962,1.0669,1044,4482,6192,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:SPECIAL DAILY ALLOWANCE,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: SISONKE 17,MO IXOPO 17,,,,,,,,MO IXOPO 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S:DOM:DAILY ALLOWANCE,T&S DOM:SPECIAL DAILY ALLOWANCE,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,0,1134,198,0,0.63,0,198,0,1.32,0,0,1134,828,198,1.32,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,FREE STATE 17,FREE STATE 17,DISTR MUN: LEJWELEPUTSWA 17,DMO LEJWELEPUTSWA 17,,,,,,,,DMO LEJWELEPUTSWA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,FREE STATE 17,,,,,,FREE STATE 17,0,0,28.56672,2622,45.78,28.91,66195,19.73,25487,7.14574,8005,0,0,0,76.96872,114835,40.63774,0,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:SPECIAL DAILY ALLOWANCE,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: ZULULAND 17,MO VRYHEID 17,,,,,,,,MO VRYHEID 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S:DOM:DAILY ALLOWANCE,T&S DOM:SPECIAL DAILY ALLOWANCE,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,348,1512,2.1,2472,5904,1.83,1152,4218,4386,2472,1.17,1.86,10476,7.2,8028,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: UMKHANYAKUDE 17,MO HLULHUWE 17,,,,,,,,MO HLULHUWE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,0,4.31,1.06,5.76,14.4,0,7081,0,7.2,1.44,0,4.31,21.22,7081,8.64,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: UTHUKELA 17,MO LADYSMITH 17,,,,,,,,MO LADYSMITH 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,1.42574,1.42574,0,0,6.7,0,3.63,4.32,23.65,0,0,2.85148,6.7,7.95,23.65,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: UTHUNGULU 17,DMO UTHUNGULU 17,,,,,,,,DMO UTHUNGULU 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,6.33,12.7915,30928,5.48,8.88,7.04,5526,29924,1.3,23.1287,5.76,0,50.0495,21.4,36.75,28.8887,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: ZULULAND 17,DMO ZULULAND 17,,,,,,,,DMO ZULULAND 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,37.48,7.14349,14.37,12.96,12.96,55.65,35.24,48825,12.26,7069,16294,2.88,58.99349,81.57,96325,26243,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: ZULULAND 17,MO VRYHEID 17,,,,,,,,MO VRYHEID 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,2.88,4.32,5.76,12925,0,1.44,5695,0,0,0,0,7.2,18685,7135,0,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,FREE STATE 17,FREE STATE 17,DISTR MUN: T MOFUTSANYANE 17,DMO TABO MOFUTSANYANE 17,,,,,,,,DMO TABO MOFUTSANYANE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,FREE STATE 17,,,,,,FREE STATE 17,0,0,2.79,1.09,8.23,6575,28.8,12.8,65513,0,5.4,0,59.2,0,12.11,48175,70913,59.2,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,METRO MUN: ETHEKWINI 17,DMO ETHEKWINI 17,,,,,,,,DMO ETHEKWINI 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,30.24,11.50574,22.4,0,0,1.44,0,1.2,0,0,0,0,64.14574,1.44,1.2,0,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:SPECIAL DAILY ALLOWANCE,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,MPUMALANGA 17,MPUMALANGA 17,DISTR MUN: EHALANZENI 17,MO MHALA 17,,,,,,,,MO MHALA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S:DOM:DAILY ALLOWANCE,T&S DOM:SPECIAL DAILY ALLOWANCE,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,MPUMALANGA 17,,,,,,MPUMALANGA 17,0,0,1.30886,1164,7932,0,0,3858,2148,2556,0,0,504,1434,10.40486,3858,4704,1938,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: UMKHANYAKUDE 17,MO MTUBATUBA 17,,,,,,,,MO MTUBATUBA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,0,2.88,0,4.24,2815,0,0,0,0,0,0,2.88,7055,0,0,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:SPECIAL DAILY ALLOWANCE,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,MPUMALANGA 17,MPUMALANGA 17,DISTR MUN: NKANGALA 17,MO BELFAST 17,,,,,,,,MO BELFAST 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S:DOM:DAILY ALLOWANCE,T&S DOM:SPECIAL DAILY ALLOWANCE,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,MPUMALANGA 17,,,,,,MPUMALANGA 17,0,0,0,0,606,0,0,0,0,0,0,0,0,0,606,0,0,0,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:SPECIAL DAILY ALLOWANCE,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,NORTH WEST 17,NORTH WEST 17,DISTR MUN: DR RUTH MOMPATI 17,MO VRYBURG 17,,,,,,,,MO VRYBURG 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S:DOM:DAILY ALLOWANCE,T&S DOM:SPECIAL DAILY ALLOWANCE,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,NORTH WEST 17,,,,,,NORTH WEST 17,0,0,0,768,888,1.68,384,852,3462,594,0.96,792,0,648,1656,2916,5016,1.44,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: UTHUNGULU 17,MO ESHOWE 17,,,,,,,,MO ESHOWE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,0,2248,0,0,14.28,2.88,2.4,0,0,0,7.2,2248,14.28,5.28,7.2,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,LIMPOPO 17,LIMPOPO 17,DISTR MUN: WATERBERG 17,MO LEPHALALE 17,,,,,,,,MO LEPHALALE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,LIMPOPO 17,,,,,,LIMPOPO 17,0,0,0,0,1.44,0,1.44,4.26,1.44,9.98,0,0,2.5,0,1.44,5.7,11.42,2.5,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Goods and services,Travel and subsistence,Travel and subsistence,Travel and subsistence,T&S DOM:ACCOMMODATION,NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,METRO MUN: ETHEKWINI 17,LO ETHEKWINI 17,,,,,,,,LO ETHEKWINI 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,GOODS AND SERVICES,TRAVEL AND SUBSISTENCE,T&S DOMESTIC,T&S DOM:ACCOMMODATION,,,REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,0,0,13.35,5.74574,1.4,23.91974,4.32,2.8,0,5.76,0,0,13.35,31.06548,7.12,5.76,2021
